lambda (um),fnu (uJy),flamb (erg/cm^2/s/A),flamb (erg/cm^2/s/cm),fnu (Jy)
0.406878,158.156,2.8640326147282637e-16,2.8640326147282633e-08,0.000158156
0.406888,158.178,2.8642902154310865e-16,2.864290215431086e-08,0.000158178
0.406898,158.199,2.864529680222295e-16,2.8645296802222943e-08,0.000158199
0.406908,158.221,2.8647872242529143e-16,2.864787224252914e-08,0.000158221
0.406918,158.243,2.865044739507343e-16,2.8650447395073424e-08,0.000158243
0.406928,158.265,2.865302225988893e-16,2.8653022259888924e-08,0.000158265
0.406938,158.286,2.865541580131509e-16,2.8655415801315086e-08,0.000158286
0.406948,158.309,2.8658171126465886e-16,2.8658171126465883e-08,0.00015830899999999998
0.406958,158.33,2.8660564110393504e-16,2.86605641103935e-08,0.00015833
0.406968,158.352,2.8663137833520494e-16,2.866313783352049e-08,0.000158352
0.406978,158.375,2.866589226919249e-16,2.8665892269192482e-08,0.000158375
0.406988,158.396,2.866828441711544e-16,2.8668284417115433e-08,0.000158396
0.406998,158.418,2.867085727764952e-16,2.8670857277649515e-08,0.000158418
0.407008,158.44,2.867342985071877e-16,2.8673429850718767e-08,0.00015843999999999998
0.407018,158.462,2.8676002136356234e-16,2.867600213635623e-08,0.00015846199999999997
