lambda (um),fnu (uJy),flamb (erg/cm^2/s/A),flamb (erg/cm^2/s/cm),fnu (Jy)
0.407818,160.213,2.8879234330597295e-16,2.8879234330597292e-08,0.00016021299999999998
0.407828,160.235,2.88817835231964e-16,2.8881783523196393e-08,0.000160235
0.407838,160.256,2.888415219348251e-16,2.8884152193482503e-08,0.000160256
0.407848,160.279,2.888688105420161e-16,2.8886881054201603e-08,0.000160279
0.407858,160.3,2.8889249172778075e-16,2.888924917277807e-08,0.0001603
0.407868,160.323,2.8891977446500766e-16,2.8891977446500763e-08,0.000160323
0.407878,160.345,2.889452521571729e-16,2.8894525215717284e-08,0.000160345
0.407888,160.366,2.889689250696955e-16,2.8896892506969547e-08,0.000160366
0.407898,160.389,2.889961990044761e-16,2.8899619900447604e-08,0.000160389
0.407908,160.41,2.8901986640310507e-16,2.8901986640310502e-08,0.00016041
0.407918,160.432,2.8904533280242973e-16,2.8904533280242968e-08,0.00016043199999999998
0.407928,160.455,2.8907259793776254e-16,2.890725979377625e-08,0.000160455
0.407938,160.476,2.8909625706795206e-16,2.8909625706795203e-08,0.000160476
0.407948,160.497,2.89119913530954e-16,2.8911991353095397e-08,0.000160497
0.407958,160.52,2.8914716995814846e-16,2.891471699581484e-08,0.00016052000000000001
0.407968,160.542,2.891726221383153e-16,2.8917262213831526e-08,0.00016054199999999998
0.407978,160.564,2.8919807147563e-16,2.8919807147562994e-08,0.00016056399999999998
0.407988,160.586,2.8922351797041876e-16,2.8922351797041872e-08,0.000160586
0.407998,160.607,2.8924716066065467e-16,2.8924716066065464e-08,0.000160607
0.408008,160.63,2.892744024337236e-16,2.8927440243372358e-08,0.00016062999999999999
0.408018,160.651,2.892980396170917e-16,2.8929803961709166e-08,0.000160651
0.408028,160.673,2.893234748333058e-16,2.8932347483330577e-08,0.00016067299999999998
0.408038,160.696,2.89350707817892e-16,2.8935070781789195e-08,0.000160696
0.408048,160.717,2.8937433674335574e-16,2.893743367433557e-08,0.000160717
0.408058,160.74,2.8940156387061643e-16,2.8940156387061638e-08,0.00016074
0.408068,160.761,2.8942518729240837e-16,2.894251872924083e-08,0.000160761
0.408078,160.783,2.894506083073755e-16,2.8945060830737547e-08,0.00016078299999999998
0.408088,160.806,2.8947782665114116e-16,2.8947782665114112e-08,0.000160806
0.408098,160.827,2.8950144181982116e-16,2.895014418198211e-08,0.000160827
0.408108,160.848,2.8952505432631747e-16,2.895250543263174e-08,0.000160848
0.408118,160.871,2.895522639777874e-16,2.8955226397778735e-08,0.000160871
0.408128,160.893,2.8957767079965503e-16,2.8957767079965497e-08,0.000160893
0.408138,160.914,2.896012750568515e-16,2.8960127505685148e-08,0.00016091399999999998
0.408148,160.937,2.896284759307878e-16,2.8962847593078775e-08,0.000160937
0.408158,160.958,2.89652074690047e-16,2.8965207469004695e-08,0.000160958
0.408168,160.981,2.8967926971395474e-16,2.896792697139547e-08,0.00016098099999999998
0.408178,161.003,2.8970466235086476e-16,2.897046623508647e-08,0.00016100299999999998
0.408188,161.024,2.897282528656108e-16,2.8972825286561074e-08,0.00016102399999999998
0.408198,161.047,2.8975543911696545e-16,2.8975543911696542e-08,0.000161047
0.408208,161.068,2.897790241369641e-16,2.8977902413696405e-08,0.000161068
0.408218,161.09,2.898044055199101e-16,2.8980440551991007e-08,0.00016109
0.408228,161.113,2.8983158300169836e-16,2.898315830016983e-08,0.000161113
0.408238,161.134,2.898551597819673e-16,2.8985515978196727e-08,0.00016113399999999998
0.408248,161.157,2.898823314190366e-16,2.8988233141903654e-08,0.00016115700000000002
0.408258,161.178,2.899059027077461e-16,2.8990590270774605e-08,0.000161178
0.408268,161.2,2.8993126992034396e-16,2.899312699203439e-08,0.0001612
0.408278,161.223,2.89958432792822e-16,2.8995843279282195e-08,0.000161223
0.408288,161.244,2.8998199584658207e-16,2.8998199584658202e-08,0.000161244
0.408298,161.267,2.900091528776567e-16,2.900091528776567e-08,0.00016126699999999999
0.408308,161.288,2.9003271044304312e-16,2.900327104430431e-08,0.000161288
0.408318,161.31,2.9005806349341966e-16,2.9005806349341963e-08,0.00016130999999999999
0.408328,161.333,2.9008521176487494e-16,2.900852117648749e-08,0.000161333
0.408338,161.354,2.9010876110008904e-16,2.9010876110008898e-08,0.000161354
0.408348,161.375,2.901323077806083e-16,2.9013230778060825e-08,0.000161375
0.408358,161.398,2.9015944738347846e-16,2.9015944738347842e-08,0.000161398
0.408368,161.42,2.9018478627975494e-16,2.901847862797549e-08,0.00016141999999999998
0.408378,161.442,2.9021012234618565e-16,2.902101223461856e-08,0.000161442
0.408388,161.464,2.9023545558309506e-16,2.90235455583095e-08,0.000161464
0.408398,161.485,2.902589885545842e-16,2.9025898855458416e-08,0.000161485
0.408408,161.508,2.902861135696481e-16,2.9028611356964804e-08,0.000161508
0.408418,161.53,2.903114383199406e-16,2.9031143831994056e-08,0.00016153
0.408428,161.551,2.9033496306982847e-16,2.9033496306982844e-08,0.00016155099999999999
0.408438,161.574,2.9036207933618003e-16,2.9036207933617998e-08,0.000161574
0.408448,161.595,2.9038559860659014e-16,2.903855986065901e-08,0.000161595
0.408458,161.618,2.9041270904212094e-16,2.904127090421209e-08,0.00016161799999999998
0.408468,161.639,2.904362228343245e-16,2.9043622283432448e-08,0.00016163900000000002
0.408478,161.661,2.90461530708117e-16,2.9046153070811696e-08,0.00016166099999999998
0.408488,161.684,2.9048863239989687e-16,2.9048863239989683e-08,0.000161684
0.408498,161.705,2.905121379771736e-16,2.9051213797717357e-08,0.000161705
0.408508,161.728,2.905392338414393e-16,2.9053923384143926e-08,0.000161728
0.408518,161.749,2.905627339436863e-16,2.9056273394368624e-08,0.00016174899999999999
0.408528,161.771,2.905880276892987e-16,2.9058802768929864e-08,0.00016177099999999998
0.408538,161.794,2.9061511481477153e-16,2.906151148147715e-08,0.00016179400000000002
0.408548,161.815,2.906386067068553e-16,2.9063860670685528e-08,0.000161815
0.408558,161.838,2.906656880081181e-16,2.9066568800811808e-08,0.00016183799999999998
0.408568,161.859,2.9068917442834706e-16,2.90689174428347e-08,0.000161859
0.408578,161.881,2.90714454053878e-16,2.9071445405387794e-08,0.000161881
0.408588,161.904,2.907415266213026e-16,2.907415266213026e-08,0.000161904
0.408598,161.925,2.9076500483612874e-16,2.907650048361287e-08,0.000161925
0.408608,161.946,2.9078848040434655e-16,2.907884804043465e-08,0.000161946
0.408618,161.969,2.908155443287894e-16,2.9081554432878936e-08,0.00016196899999999998
0.408628,161.991,2.908408098423322e-16,2.9084080984233216e-08,0.000161991
0.408638,162.014,2.9086786785996233e-16,2.908678678599623e-08,0.000162014
0.408648,162.035,2.9089133240546063e-16,2.9089133240546057e-08,0.000162035
0.408658,162.056,2.9091479430590353e-16,2.909147943059035e-08,0.000162056
0.408668,162.079,2.9094184368546917e-16,2.9094184368546912e-08,0.000162079
0.408678,162.101,2.9096709509511183e-16,2.9096709509511178e-08,0.000162101
0.408688,162.124,2.909941385711956e-16,2.909941385711956e-08,0.00016212399999999998
0.408698,162.145,2.9101758945529064e-16,2.910175894552906e-08,0.00016214500000000001
0.408708,162.166,2.910410376958821e-16,2.9104103769588206e-08,0.000162166
0.408718,162.189,2.9106807253881533e-16,2.9106807253881528e-08,0.00016218899999999997
0.408728,162.211,2.9109330985264054e-16,2.910933098526405e-08,0.000162211
0.408738,162.233,2.9111854434827147e-16,2.9111854434827142e-08,0.000162233
0.408748,162.255,2.9114377602603144e-16,2.911437760260314e-08,0.00016225499999999998
0.408758,162.276,2.9116721061468985e-16,2.911672106146898e-08,0.00016227600000000002
0.408768,162.299,2.9119423092923016e-16,2.9119423092923012e-08,0.000162299
0.408778,162.32,2.9121766005933127e-16,2.912176600593312e-08,0.00016231999999999998
0.408788,162.342,2.912428805566119e-16,2.9124288055661188e-08,0.000162342
0.408798,162.365,2.912698921580692e-16,2.9126989215806915e-08,0.000162365
0.408808,162.386,2.9129331310270723e-16,2.9129331310270718e-08,0.000162386
0.408818,162.409,2.9132031889708865e-16,2.9132031889708862e-08,0.000162409
0.408828,162.43,2.913437343863331e-16,2.9134373438633306e-08,0.00016243
0.408838,162.452,2.9136894080552676e-16,2.9136894080552672e-08,0.000162452
0.408848,162.475,2.9139593789176278e-16,2.9139593789176273e-08,0.00016247499999999998
0.408858,162.496,2.914193452002883e-16,2.9141934520028826e-08,0.000162496
0.408868,162.519,2.914463364827392e-16,2.9144633648273916e-08,0.000162519
0.408878,162.54,2.9146973833903254e-16,2.914697383390325e-08,0.00016253999999999997
0.408888,162.562,2.914949306882045e-16,2.9149493068820444e-08,0.000162562
0.408898,162.585,2.915219132674447e-16,2.9152191326744468e-08,0.000162585
0.408908,162.606,2.915453069477598e-16,2.9154530694775974e-08,0.00016260599999999998
0.408918,162.629,2.9157228372650344e-16,2.915722837265034e-08,0.000162629
0.408928,162.65,2.9159567195774582e-16,2.9159567195774578e-08,0.00016265
0.408938,162.672,2.9162085024495594e-16,2.916208502449559e-08,0.000162672
0.408948,162.695,2.9164781832542014e-16,2.916478183254201e-08,0.00016269499999999997
0.408958,162.716,2.916711983854219e-16,2.9167119838542187e-08,0.000162716
0.408968,162.739,2.916981606686758e-16,2.9169816066867577e-08,0.000162739
0.408978,162.76,2.9172153528276217e-16,2.9172153528276212e-08,0.00016276
0.408988,162.782,2.917466995160654e-16,2.9174669951606535e-08,0.00016278200000000001
0.408998,162.805,2.9177365310596783e-16,2.917736531059678e-08,0.000162805
0.409008,162.826,2.917970195535479e-16,2.9179701955354784e-08,0.00016282599999999998
0.409018,162.849,2.918239673495244e-16,2.9182396734952436e-08,0.00016284899999999999
0.409028,162.87,2.9184732835434434e-16,2.918473283543443e-08,0.00016287
0.409038,162.892,2.918724785417899e-16,2.9187247854178988e-08,0.00016289199999999998
0.409048,162.914,2.9189762592102933e-16,2.918976259210293e-08,0.00016291399999999998
0.409058,162.936,2.9192277049238456e-16,2.9192277049238452e-08,0.000162936
0.409068,162.957,2.919461207030635e-16,2.9194612070306345e-08,0.00016295699999999998
0.409078,162.98,2.919730512127282e-16,2.9197305121272812e-08,0.00016298
0.409088,163.002,2.919981873623601e-16,2.9199818736236004e-08,0.000163002
0.409098,163.024,2.9202332070539395e-16,2.920233207053939e-08,0.000163024
0.409108,163.046,2.9204845124215144e-16,2.920484512421514e-08,0.000163046
0.409118,163.067,2.920717878577201e-16,2.9207178785772003e-08,0.000163067
0.409128,163.09,2.920987038981229e-16,2.9209870389812288e-08,0.00016308999999999999
0.409138,163.111,2.9212203507785256e-16,2.9212203507785253e-08,0.000163111
0.409148,163.134,2.921489453328455e-16,2.9214894533284545e-08,0.00016313399999999997
0.409158,163.156,2.921740618430419e-16,2.9217406184304185e-08,0.000163156
0.409168,163.177,2.9219738487137487e-16,2.9219738487137484e-08,0.00016317699999999997
0.409178,163.2,2.922242864507108e-16,2.9222428645071073e-08,0.00016319999999999998
0.409188,163.221,2.922476040463533e-16,2.9224760404635327e-08,0.000163221
0.409198,163.243,2.9227270942859513e-16,2.922727094285951e-08,0.00016324299999999998
0.409208,163.266,2.922996023352221e-16,2.9229960233522207e-08,0.000163266
0.409218,163.287,2.923229117841892e-16,2.9232291178418914e-08,0.000163287
0.409228,163.31,2.923497989106476e-16,2.9234979891064757e-08,0.00016331
0.409238,163.331,2.9237310293007054e-16,2.923731029300705e-08,0.00016333099999999999
0.409248,163.353,2.9239819430017137e-16,2.923981943001713e-08,0.000163353
0.409258,163.376,2.924250727588318e-16,2.9242507275883178e-08,0.000163376
0.409268,163.397,2.9244836863629733e-16,2.924483686362973e-08,0.000163397
0.409278,163.418,2.924716618878663e-16,2.9247166188786628e-08,0.000163418
0.409288,163.441,2.9249853176912795e-16,2.924985317691279e-08,0.00016344099999999998
0.409298,163.463,2.9252360913510923e-16,2.925236091351092e-08,0.00016346299999999998
0.409308,163.486,2.925504731539841e-16,2.9255047315398404e-08,0.00016348599999999999
0.409318,163.507,2.9257375546780714e-16,2.925737554678071e-08,0.000163507
0.409328,163.528,2.925970351572728e-16,2.9259703515727273e-08,0.000163528
0.409338,163.551,2.926238906036227e-16,2.9262389060362267e-08,0.00016355099999999998
0.409348,163.573,2.926489539735008e-16,2.9264895397350075e-08,0.000163573
0.409358,163.594,2.92672225529474e-16,2.9267222552947394e-08,0.00016359399999999998
0.409368,163.617,2.926990723187998e-16,2.9269907231879978e-08,0.000163617
0.409378,163.638,2.9272233845401493e-16,2.927223384540149e-08,0.000163638
0.409388,163.661,2.9274917947362514e-16,2.927491794736251e-08,0.000163661
0.409398,163.683,2.927742288554109e-16,2.9277422885541087e-08,0.000163683
0.409408,163.704,2.9279748686184294e-16,2.927974868618429e-08,0.000163704
0.409418,163.727,2.928243192293296e-16,2.9282431922932955e-08,0.00016372699999999999
0.409428,163.748,2.928475718181419e-16,2.928475718181419e-08,0.000163748
0.409438,163.77,2.9287261010257597e-16,2.9287261010257592e-08,0.00016377
0.409448,163.792,2.9289764559162647e-16,2.9289764559162643e-08,0.000163792
0.409458,163.814,2.9292267828561336e-16,2.929226782856133e-08,0.00016381399999999997
0.409468,163.835,2.929459201302888e-16,2.9294592013028876e-08,0.000163835
0.409478,163.858,2.929727352896764e-16,2.9297273528967634e-08,0.000163858
0.409488,163.88,2.9299775960039224e-16,2.929977596003922e-08,0.00016387999999999998
0.409498,163.901,2.930209933247342e-16,2.9302099332473417e-08,0.00016390100000000002
0.409508,163.924,2.930477998407922e-16,2.9304779984079214e-08,0.000163924
0.409518,163.945,2.9307102815314524e-16,2.930710281531452e-08,0.00016394499999999998
0.409528,163.967,2.930960413779444e-16,2.9309604137794435e-08,0.000163967
0.409538,163.989,2.9312105181023213e-16,2.9312105181023208e-08,0.000163989
0.409548,164.011,2.9314605945032804e-16,2.93146059450328e-08,0.00016401099999999999
0.409558,164.032,2.9316927702974446e-16,2.931692770297444e-08,0.000164032
0.409568,164.055,2.931960663552232e-16,2.9319606635522313e-08,0.000164055
0.409578,164.077,2.9322106562066113e-16,2.932210656206611e-08,0.000164077
0.409588,164.098,2.932442750881831e-16,2.9324427508818305e-08,0.000164098
0.409598,164.121,2.9327105577911565e-16,2.932710557791156e-08,0.000164121
0.409608,164.142,2.9329425984027307e-16,2.9329425984027302e-08,0.000164142
0.409618,164.164,2.9331924803121567e-16,2.933192480312156e-08,0.00016416399999999998
0.409628,164.186,2.933442334325156e-16,2.9334423343251558e-08,0.000164186
0.409638,164.208,2.9336921604449204e-16,2.93369216044492e-08,0.000164208
0.409648,164.229,2.9339240938389937e-16,2.9339240938389933e-08,0.000164229
0.409658,164.251,2.9341738650540385e-16,2.934173865054038e-08,0.000164251
0.409668,164.273,2.934423608385361e-16,2.9344236083853602e-08,0.000164273
0.409678,164.295,2.9346733238361516e-16,2.9346733238361512e-08,0.00016429499999999998
0.409688,164.316,2.9349051500622556e-16,2.934905150062255e-08,0.000164316
0.409698,164.339,2.9351726711088946e-16,2.9351726711088943e-08,0.000164339
0.409708,164.361,2.935422302937229e-16,2.9354223029372288e-08,0.000164361
0.409718,164.382,2.9356540481660053e-16,2.935654048166005e-08,0.000164382
0.409728,164.403,2.9358857672736484e-16,2.935885767273648e-08,0.00016440299999999998
0.409738,164.426,2.9361531742399486e-16,2.936153174239948e-08,0.000164426
0.409748,164.448,2.9364026954879175e-16,2.936402695487917e-08,0.000164448
0.409758,164.469,2.9366343336355365e-16,2.936634333635536e-08,0.000164469
0.409768,164.49,2.936865945674197e-16,2.9368659456741967e-08,0.00016449
0.409778,164.513,2.937133238611675e-16,2.9371332386116745e-08,0.000164513
0.409788,164.535,2.937382649329767e-16,2.9373826493297665e-08,0.000164535
0.409798,164.556,2.9376141804456873e-16,2.937614180445687e-08,0.000164556
0.409808,164.577,2.9378456854648205e-16,2.93784568546482e-08,0.00016457699999999998
0.409818,164.599,2.938095014407561e-16,2.9380950144075607e-08,0.00016459899999999997
0.409828,164.622,2.938362164663641e-16,2.9383621646636405e-08,0.000164622
0.409838,164.643,2.9385935887972983e-16,2.938593588797298e-08,0.000164643
0.409848,164.664,2.938824986846329e-16,2.9388249868463286e-08,0.00016466399999999997
0.409858,164.686,2.9390742053471654e-16,2.939074205347165e-08,0.000164686
0.409868,164.707,2.939305550365091e-16,2.9393055503650904e-08,0.000164707
0.409878,164.73,2.9395725588910974e-16,2.939572558891097e-08,0.00016472999999999998
0.409888,164.751,2.939803850019432e-16,2.9398038500194315e-08,0.000164751
0.409898,164.773,2.9400529581287756e-16,2.940052958128775e-08,0.00016477299999999998
0.409908,164.794,2.940284196250565e-16,2.9402841962505644e-08,0.000164794
0.409918,164.816,2.940533249618316e-16,2.9405332496183156e-08,0.000164816
0.409928,164.838,2.940782275184721e-16,2.9407822751847203e-08,0.000164838
0.409938,164.86,2.941031272952962e-16,2.9410312729529615e-08,0.00016486000000000002
0.409948,164.881,2.9412624042279774e-16,2.9412624042279768e-08,0.000164881
0.409958,164.903,2.9415113472796817e-16,2.9415113472796813e-08,0.000164903
0.409968,164.924,2.9417424255849096e-16,2.9417424255849092e-08,0.000164924
0.409978,164.945,2.9419734778448845e-16,2.941973477844884e-08,0.00016494499999999997
0.409988,164.967,2.942222339280182e-16,2.9422223392801817e-08,0.000164967
0.409998,164.99,2.9424890072837736e-16,2.942489007283773e-08,0.00016499
0.410008,165.011,2.942719978816092e-16,2.9427199788160915e-08,0.00016501099999999998
0.410018,165.032,2.9429509243152955e-16,2.9429509243152952e-08,0.00016503200000000002
0.410028,165.054,2.943199675522318e-16,2.9431996755223176e-08,0.00016505399999999998
0.410038,165.075,2.943430568094495e-16,2.9434305680944946e-08,0.000165075
0.410048,165.097,2.943679264641088e-16,2.9436792646410875e-08,0.000165097
0.410058,165.118,2.9439101042984306e-16,2.94391010429843e-08,0.000165118
0.410068,165.141,2.944176574456371e-16,2.9441765744563707e-08,0.000165141
0.410078,165.162,2.9444073603415733e-16,2.944407360341573e-08,0.000165162
0.410088,165.184,2.944655946735206e-16,2.9446559467352054e-08,0.000165184
0.410098,165.205,2.944886679730073e-16,2.9448866797300723e-08,0.000165205
0.410108,165.226,2.9451173867189953e-16,2.9451173867189948e-08,0.00016522599999999998
0.410118,165.249,2.9453837155299373e-16,2.945383715529937e-08,0.000165249
0.410128,165.271,2.9456321918208733e-16,2.9456321918208728e-08,0.00016527099999999998
0.410138,165.292,2.9458628182025034e-16,2.945862818202503e-08,0.000165292
0.410148,165.313,2.9460934185903014e-16,2.946093418590301e-08,0.000165313
0.410158,165.333,2.9463061725510824e-16,2.946306172551082e-08,0.00016533299999999998
0.410168,165.352,2.946501082694595e-16,2.9465010826945947e-08,0.00016535199999999998
0.410178,165.373,2.946731607725356e-16,2.9467316077253557e-08,0.000165373
0.410188,165.399,2.947051195921947e-16,2.9470511959219466e-08,0.000165399
0.410198,165.423,2.947335115530379e-16,2.9473351155303783e-08,0.000165423
0.410208,165.446,2.947601187858782e-16,2.9476011878587815e-08,0.000165446
0.410218,165.469,2.9478672307400996e-16,2.9478672307400992e-08,0.00016546899999999998
0.410228,165.492,2.9481332441776927e-16,2.9481332441776923e-08,0.000165492
0.410238,165.515,2.9483992281749175e-16,2.948399228174917e-08,0.00016551499999999998
0.410248,165.538,2.948665182735132e-16,2.9486651827351315e-08,0.000165538
0.410258,165.559,2.948895484362103e-16,2.9488954843621025e-08,0.000165559
0.410268,165.582,2.9491613817949414e-16,2.949161381794941e-08,0.00016558199999999997
0.410278,165.605,2.949427249800714e-16,2.949427249800714e-08,0.00016560499999999998
0.410288,165.628,2.949693088382773e-16,2.9496930883827725e-08,0.00016562799999999997
0.410298,165.651,2.9499588975444743e-16,2.9499588975444737e-08,0.000165651
0.410308,165.674,2.950224677289174e-16,2.9502246772891734e-08,0.00016567399999999999
0.410318,165.695,2.9504548145381825e-16,2.950454814538182e-08,0.000165695
0.410328,165.718,2.950720537194752e-16,2.9507205371947513e-08,0.00016571799999999997
0.410338,165.741,2.950986230444255e-16,2.9509862304442547e-08,0.000165741
0.410348,165.764,2.9512518942900424e-16,2.951251894290042e-08,0.000165764
0.410358,165.787,2.9515175287354674e-16,2.951517528735467e-08,0.000165787
0.410368,165.81,2.951783133783881e-16,2.9517831337838806e-08,0.00016580999999999999
0.410378,165.831,2.9520131067695715e-16,2.952013106769571e-08,0.000165831
0.410388,165.854,2.9522786547690725e-16,2.952278654769072e-08,0.000165854
0.410398,165.877,2.952544173381489e-16,2.9525441733814887e-08,0.000165877
0.410408,165.9,2.95280966261017e-16,2.9528096626101697e-08,0.0001659
0.410418,165.923,2.953075122458469e-16,2.9530751224584683e-08,0.000165923
0.410428,165.946,2.9533405529297315e-16,2.953340552929731e-08,0.00016594599999999999
0.410438,165.967,2.9535703617666603e-16,2.9535703617666598e-08,0.00016596700000000002
0.410448,165.99,2.9538357352281943e-16,2.9538357352281937e-08,0.00016599
0.410458,166.013,2.954101079322612e-16,2.9541010793226115e-08,0.000166013
0.410468,166.036,2.954366394053261e-16,2.9543663940532608e-08,0.000166036
0.410478,166.059,2.954631679423489e-16,2.9546316794234886e-08,0.00016605899999999998
0.410488,166.081,2.954879143641414e-16,2.9548791436414137e-08,0.00016608099999999997
0.410498,166.103,2.9551265802392706e-16,2.9551265802392702e-08,0.000166103
0.410508,166.126,2.9553917792818464e-16,2.955391779281846e-08,0.000166126
0.410518,166.149,2.9556569489772593e-16,2.9556569489772588e-08,0.00016614899999999998
0.410528,166.172,2.9559220893288545e-16,2.955922089328854e-08,0.000166172
0.410538,166.194,2.956169412878258e-16,2.9561694128782577e-08,0.000166194
0.410548,166.216,2.956416708823556e-16,2.9564167088235557e-08,0.000166216
0.410558,166.239,2.9566817628966616e-16,2.9566817628966612e-08,0.000166239
0.410568,166.262,2.9569467876391967e-16,2.9569467876391964e-08,0.000166262
0.410578,166.285,2.9572117830545054e-16,2.957211783054505e-08,0.00016628499999999998
0.410588,166.306,2.95744118288635e-16,2.9574411828863494e-08,0.00016630600000000002
0.410598,166.329,2.957706121389623e-16,2.9577061213896224e-08,0.000166329
0.410608,166.352,2.95797103057557e-16,2.9579710305755694e-08,0.000166352
0.410618,166.375,2.95823591044753e-16,2.95823591044753e-08,0.000166375
0.410628,166.396,2.9584652016780723e-16,2.958465201678072e-08,0.00016639599999999997
0.410638,166.419,2.958730024663967e-16,2.9587300246639668e-08,0.000166419
0.410648,166.442,2.958994818345768e-16,2.9589948183457674e-08,0.000166442
0.410658,166.463,2.9592240285913203e-16,2.9592240285913197e-08,0.000166463
0.410668,166.486,2.9594887654064615e-16,2.959488765406461e-08,0.00016648599999999998
0.410678,166.509,2.959753472927401e-16,2.9597534729274005e-08,0.000166509
0.410688,166.532,2.9600181511574744e-16,2.960018151157474e-08,0.000166532
0.410698,166.553,2.9602472528897884e-16,2.9602472528897878e-08,0.000166553
0.410708,166.576,2.9605118742791466e-16,2.9605118742791462e-08,0.00016657599999999999
0.410718,166.599,2.960776466387524e-16,2.9607764663875235e-08,0.000166599
0.410728,166.62,2.961005487200647e-16,2.961005487200647e-08,0.00016662
0.410738,166.643,2.961270022487694e-16,2.9612700224876933e-08,0.00016664299999999998
0.410748,166.666,2.9615345285036425e-16,2.9615345285036422e-08,0.000166666
0.410758,166.689,2.961799005251827e-16,2.9617990052518264e-08,0.00016668899999999998
0.410768,166.711,2.9620456851876384e-16,2.962045685187638e-08,0.000166711
0.410778,166.733,2.9622923375924715e-16,2.9622923375924712e-08,0.000166733
0.410788,166.756,2.9625567282873584e-16,2.962556728287358e-08,0.000166756
0.410798,166.778,2.96280332477473e-16,2.9628033247747293e-08,0.000166778
0.410808,166.801,2.963067657828708e-16,2.9630676578287077e-08,0.00016680099999999998
0.410818,166.824,2.9633319616347324e-16,2.963331961634732e-08,0.00016682400000000001
0.410828,166.845,2.9635607114790445e-16,2.963560711479044e-08,0.000166845
0.410838,166.868,2.963824958528515e-16,2.9638249585285146e-08,0.00016686799999999998
0.410848,166.891,2.9640891763399006e-16,2.9640891763399e-08,0.00016689099999999998
0.410858,166.912,2.9643178453871343e-16,2.964317845387134e-08,0.000166912
0.410868,166.935,2.9645820064613183e-16,2.9645820064613177e-08,0.000166935
0.410878,166.958,2.9648461383072803e-16,2.9648461383072798e-08,0.00016695799999999998
0.410888,166.979,2.9650747265855115e-16,2.9650747265855112e-08,0.00016697900000000002
0.410898,167.002,2.9653388017136194e-16,2.965338801713619e-08,0.000167002
0.410908,167.025,2.965602847623365e-16,2.9656028476233647e-08,0.000167025
0.410918,167.046,2.9658313551606566e-16,2.9658313551606563e-08,0.00016704599999999999
0.410928,167.069,2.966095344371884e-16,2.9660953443718836e-08,0.00016706899999999997
0.410938,167.091,2.9663415515240565e-16,2.9663415515240562e-08,0.000167091
0.410948,167.114,2.966605483185586e-16,2.9666054831855854e-08,0.000167114
0.410958,167.137,2.966869385645198e-16,2.9668693856451977e-08,0.00016713699999999998
0.410968,167.158,2.9670977583886466e-16,2.9670977583886463e-08,0.000167158
0.410978,167.181,2.9673616041819964e-16,2.967361604181996e-08,0.000167181
0.410988,167.204,2.967625420783282e-16,2.9676254207832817e-08,0.000167204
0.410998,167.225,2.9678537128606434e-16,2.967853712860643e-08,0.00016722499999999999
0.411008,167.248,2.968117472814981e-16,2.9681174728149807e-08,0.000167248
0.411018,167.271,2.9683812035870985e-16,2.968381203587098e-08,0.00016727099999999998
0.411028,167.292,2.9686094150263964e-16,2.968609415026396e-08,0.00016729199999999998
0.411038,167.315,2.968873089170879e-16,2.9688730891708786e-08,0.000167315
0.411048,167.337,2.9691189907927915e-16,2.969118990792791e-08,0.000167337
0.411058,167.359,2.969364864972232e-16,2.9693648649722315e-08,0.000167359
0.411068,167.382,2.9696284533360004e-16,2.969628453336e-08,0.000167382
0.411078,167.404,2.9698742717767236e-16,2.9698742717767233e-08,0.00016740399999999998
0.411088,167.427,2.970137802681835e-16,2.9701378026818344e-08,0.000167427
0.411098,167.45,2.970401304430983e-16,2.9704013044309825e-08,0.00016744999999999998
0.411108,167.471,2.9706293006847136e-16,2.9706293006847132e-08,0.00016747099999999998
0.411118,167.494,2.9708927458577224e-16,2.970892745857722e-08,0.000167494
0.411128,167.515,2.97112068899335e-16,2.9711206889933495e-08,0.00016751499999999997
0.411138,167.538,2.971384077602991e-16,2.9713840776029907e-08,0.000167538
0.411148,167.561,2.9716474370730114e-16,2.971647437073011e-08,0.000167561
0.411158,167.582,2.9718752996918217e-16,2.9718752996918213e-08,0.000167582
0.411168,167.605,2.972138602617751e-16,2.9721386026177506e-08,0.00016760499999999998
0.411178,167.628,2.972401876413884e-16,2.9724018764138837e-08,0.000167628
0.411188,167.65,2.972647389813691e-16,2.9726473898136906e-08,0.00016765
0.411198,167.673,2.972910606222591e-16,2.9729106062225907e-08,0.000167673
0.411208,167.694,2.9731383344213997e-16,2.9731383344213993e-08,0.00016769399999999997
0.411218,167.717,2.97340149431836e-16,2.9734014943183596e-08,0.000167717
0.411228,167.74,2.973664625101913e-16,2.9736646251019124e-08,0.00016774
0.411238,167.761,2.973892272858515e-16,2.9738922728585148e-08,0.000167761
0.411248,167.784,2.974155347149384e-16,2.9741553471493835e-08,0.00016778399999999998
0.411258,167.805,2.974382941868059e-16,2.9743829418680587e-08,0.000167805
0.411268,167.828,2.9746459596789936e-16,2.9746459596789932e-08,0.000167828
0.411278,167.851,2.9749089483928356e-16,2.974908948392835e-08,0.000167851
0.411288,167.873,2.975154185364312e-16,2.9751541853643113e-08,0.00016787299999999997
0.411298,167.895,2.97539939496888e-16,2.9753993949688795e-08,0.000167895
0.411308,167.918,2.975662298134746e-16,2.9756622981347453e-08,0.000167918
0.411318,167.94,2.9759074521532075e-16,2.975907452153207e-08,0.00016794
0.411328,167.963,2.9761702980160235e-16,2.9761702980160232e-08,0.00016796299999999998
